Brand Name,Device Type,Model Name,Color,Selling Price,Original Price,Display,Rating (Out of 5),Strap Material,Average Battery Life (in days),Reviews
Huawei,Smartwatch,Watch 2 Sport,Black,29999,29999,AMOLED Display,3.8,Silicone,7,
Huawei,Smartwatch,Watch 32564546,Black,49999,49999,AMOLED Display,4.1,Silicone,14,
Huawei,Smartwatch,Watch 2,Black,25999,25999,AMOLED Display,3.9,Leather,7,
Huawei,Smartwatch,Watch 36456,Black,55000,55000,AMOLED Display,4.1,Silicone,14,
Huawei,Smartwatch,GT Fortuna-B19S Sport,Black,13990,20990,AMOLED Display,4.1,Elastomer,14,
GOQii,FitnessBand,HR,Black,1999,1999,OLED Display,3.8,Silicone,7,
GOQii,FitnessBand,Vital,Black,3499,3499,OLED Display,3.7,Thermoplastic polyurethane,7,
FOSSIL ,Smartwatch,Gen 5E,"Grey, Multicolor",18495,18495,AMOLED Display,4.2,Stainless Steel,1,
boAt ,Smartwatch,Vertex,"Grey, Blue, Black, Red",2499,6990,AMOLED Display,3.9,Silicone,7,1301
Crossbeats,Smartwatch,Orbit Sport,Black,3799,9999,IPS Display,4.1,Silicone,10,319
Crossbeats,Smartwatch,Ignite S3,"Silver, Black, Green",3999,9999,IPS Display,3.9,Silicone,7,96
Crossbeats,Smartwatch,Ace,Grey,2999,9999,IPS Display,3.9,Silicone,15,545
Crossbeats,Smartwatch,Orbit ,"Black, Blue",3799,9999,IPS Display,3.7,Silicone,10,281
Crossbeats,Smartwatch,Ignite  ,Green,2799,7999,IPS Display,3.9,Silicone,10,309
Crossbeats,Smartwatch,Ignite Pro,"Silver, Black",2999,9999,IPS Display,4.2,Silicone,7,84
Crossbeats,Smartwatch,Orbit - Special Edition,Brown,4190,9999,IPS Display,3.9,Leather,10,108
Crossbeats,Smartwatch,Trak,Black,3999,9999,IPS Display,3.8,Silicone,15,127
dizo by realme ,Smartwatch,Watch 2,"Black, Blue, Grey, Pink, White",2699,3999,LCD Display,4.3,Silicone,10,
dizo by realme ,Smartwatch,Watch Pro,"Blue, Black",3799,5999,LCD Display,4.2,Silicone,14,360
Noise ,Smartwatch,ColorFit Caliber,"Black, Blue, White",2699,3999,TFT-LCD Display,4.3,Silicone,15,
Noise ,Smartwatch,Evolve 2 ,"Black, Grey, Pink",3999,7999,AMOLED Display,3.9,Silicone,7,
Noise ,Smartwatch,ColorFit IconBuzz,"Black, Green, Grey",4999,4999,TFT-LCD Display,,Silicone,7,
Ptron,Smartwatch,Pulsefit,Black,799,3199,TFT-LCD Display,2.5,Silicone,3,264
Ptron,Smartwatch,Pulsefit P461,"Black, Blue",1399,2999,TFT-LCD Display,3.3,Silicone,3,477
Ptron,Smartwatch,Pulsefit P261,Blue,1299,2999,TFT-LCD Display,3.1,Silicone,3,327
Ptron,Smartwatch,Tronite,Brown,949,2000,LCD Display,3.7,Silicone,3,16
Ptron,Smartwatch,Rhythm,White,1099,3000,LCD Display,3.4,Silicone,7,120
Zebronics,Smartwatch,ZEB-FIT8220CH,"Black, Blue, Red, Rose Gold",2199,3999,TFT-LCD Display,4.5,Silicone,7,34
Zebronics,Smartwatch,ZEB-FIT4220CH,"Black, Grey, Silver",3299,7999,TFT-LCD Display,4.2,Silicone,10,46
Zebronics,Smartwatch,ZEB-FIT920CH,"Black, Grey, Red",2499,4499,TFT-LCD Display,4.6,Thermoplastic polyurethane,7,41
Zebronics,Smartwatch,ZEB-FITMe,"Black, Blue, Green, Grey, Pink",2799,4999,TFT-LCD Display,4.5,Thermoplastic polyurethane,7,29
Zebronics,Smartwatch,ZEB-FIT5220CH,Gold,3299,4999,TFT-LCD Display,,Rubber,7,
Zebronics,Smartwatch,ZEB-FIT1220CH,Silver,3499,3999,TFT-LCD Display,,Silicone,7,
Zebronics,Smartwatch,ZEB-FIT5220CH,Blue,3299,4999,TFT-LCD Display,,Rubber,7,
Zebronics,Smartwatch,ZEB-FIT650CH,Black,3297,4199,TFT-LCD Display,2.9,Silicone,7,5
Zebronics,Smartwatch,Smarttime 200,Black,1499,2999,TFT-LCD Display,3.1,Rubber,3,5
Zebronics,FitnessBand,ZEB-FIT450,Blue,1699,1899,TFT-LCD Display,3.3,Silicone,3,
Zebronics,FitnessBand,zeb-fit,"Black, Grey",1283,1899,TFT-LCD Display,3.3,Silicone,3,4
Zebronics,Smartwatch,Fit-650,Black,2949,4199,TFT-LCD Display,3.1,Leather,3,3
Fire-Boltt,Smartwatch,Ninja touch to Wake,"Beige, Black, Grey",1899,4999,HD Display,3.9,Silicone,5,6046
Fire-Boltt,Smartwatch,Ultron,"Black, Blue, Grey, Pink ",3999,10999,AMOLED Display,4.1,Silicone,5,229
Fire-Boltt,Smartwatch,Ninja Pro,"Black, Blue, Green, Red, Beige, Grey",1999,4999,HD Display,4,Silicone,10,688
Fire-Boltt,Smartwatch,Mercury,"Black, Beige, Grey",2499,7999,HD Display,4,Silicone,8,4941
Fire-Boltt,Smartwatch,SpO2 Full Touch,"Black, Blue, Grey, Pink, Gold",2999,5999,HD Display,4,Silicone,8,2525
Fire-Boltt,Smartwatch,Max,"Black, Blue, Green",4499,12999,AMOLED Display,4,Silicone,10,519
Fire-Boltt,Smartwatch,AI-BT Calling,"Black, Blue, Grey, Pink",4499,9999,HD Display,3.7,Silicone,10,423
Fire-Boltt,Smartwatch,BSW004,Green,4800,9999,LCD Display,,Silicone,7,
Fire-Boltt,Smartwatch,Spin,"Blue, Grey, Pink",5846,5999,TFT-LCD Display,2.4,Silicone,5,15
Fire-Boltt,Smartwatch,Talk Bluetooth,"Black, Grey, Green",3499,9999,HD Display,4.1,Silicone,10,923
Fire-Boltt,Smartwatch,Almighty,Orange,4999,14999,AMOLED Display,4.1,Silicone,10,212
Fire-Boltt,Smartwatch,Mercury,Red,2999,7999,HD Display,4,Silicone,8,4941
Fire-Boltt,Smartwatch,Spin,White,5846,5999,TFT-LCD Display,2.4,Silicone,5,15
Fire-Boltt,Smartwatch,Ninja Pro,White,1999,4999,HD Display,4,Silicone,10,688
